datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
10-09-05 18:00,garden city,id,1,United States,other,60,1.min,apple or urn shaped objects flying with birds following a commercial aircraft,10/30/2006,43.6222222,-116.2372222
10-09-05 20:08,vancouver,wa,1,United States,light,0.08,~.08 seconds,Yellowish&#44 orange object travelling much faster than any aircraft&#44 but slower than meteorite - Vancouver WA/Portalnd OR area,10-11-05,45.6388889,-122.6602778
10-09-05 22:30,clovis,Canada,1,United States,light,7,7 seconds,3 dimly lit objects traveling VERY fast passed directly overhead&#44 with no sound,10/20/2005,36.8252778,-119.7019444
10-09-06 4:15,allentown,nj,1,United States,sphere,7200,2 or more hours,Multicolored fiberoptic looking sphere.  ((NUFORC Note:  Possible twinkling star.  PD)),10/30/2006,40.1777778,-74.5838889
10-09-06 8:00,tucson,az,1,United States,oval,35,35 sec,A fleet of white light round in shape over Mt. leamon travling at a high rate of speed speed set the apart from a nomal air craft. I wa,10/30/2006,32.2216667,-110.9258333
10-09-06 12:43,tampa,fl,1,United States,light,3,3 seconds,3 sets of two lights move fast over tampa,10/30/2006,27.9472222,-82.4586111
10-09-06 20:30,stoke-on-trent (uk/england),Unknown,1,Great Britain,light,7200,2 hours,i saw these&#39s craft more than once they moved fast and with no sound and orange collour.and again a week later&#33&#33 ((Possible hoax.  PD)),10/30/2006,53,-2.183333
10-09-06 21:05,deer park,ny,1,United States,rectangle,2,a few seconds,lighted rectangular object seen over Deer Park Avenue,10/30/2006,40.7616667,-73.3297222
10-09-06 22:00,roanoke,va,1,United States,light,2,2 seconds,Brilliant greenish/white object drops from sky.  ((NUFORC Note:  Possible meteor??  PD)),10/30/2006,37.2708333,-79.9416667
10-09-06 22:30,arbuckle,Canada,1,United States,fireball,5,5 seconds,I was traveling North bound on I-5&#44 with a terrific view of the horizon&#44 flat land. I-5 runs North/South through california. When all o,10/30/2006,39.0175,-122.0566667
10-09-06 23:00,cathedral city,Canada,1,United States,light,600,10 mins,object comes from behind the moon,10/30/2006,33.7797222,-116.4644444
10-09-06 23:00,indianapolis,in,1,United States,light,60,1 minute,I was casually observing stars in the clear night sky&#44 when a somewhat brilliant white light high up in the northwestern sky caught my,4/27/2007,39.7683333,-86.1580556
10-09-07 0:00,lake bluff,il,1,United States,unknown,9000,2 hrs 30 min,Red/Blue lights moving around object with bright white light in tight formation,11/28/2007,42.2788889,-87.8341667
10-09-07 2:00,claremont,Canada,1,United States,circle,18000,5 hours,this is not venus,11/28/2007,34.0966667,-117.7188889
10-09-07 2:30,canvey island (uk/england),Unknown,1,Unknown,other,73800,2 1/2 hours or more,amazing pictures in the sky of a 100% ufo what else could it be? i believe i believe i believe,03-04-08,51.517083,0.578411
10-09-07 4:14,bufod,ga,1,Unknown,oval,300,5 minutes,First&#44 I would like to state that I have never believed in UFOs or aliens&#44 but what I saw this morning made me a believer.  At around 4,11/28/2007,34.120656,-84.004351
10-09-07 5:50,loveland,co,1,United States,diamond,1800,:30 minutes,Stationary white starburst light sighted over the Colorado eastern skies at 0515 until 0540.,11/28/2007,40.3977778,-105.0744444
10-09-07 19:00,mission viejo,Canada,1,United States,light,1200,20 minutes,2 stars dancing around each other and changing colors,11/28/2007,33.6,-117.6711111
10-09-07 20:40,plano,tx,1,United States,other,10,10 seconds,Boomerang-shaped UFO over Plano&#44 TX,11/28/2007,33.0197222,-96.6986111
10-09-07 21:00,madison,ks,1,United States,circle,60,1:00,Orange lights appearing one at a time in a circular motion at a stand still.,11/28/2007,38.1355556,-96.1355556
10-09-07 21:15,toledo,oh,1,United States,sphere,5,5 seconds,very bright light in sky fades out.,11/28/2007,41.6638889,-83.5552778
10-09-07 21:45,fulton,mo,1,United States,other,5,5 seconds,I have seen many UFO&#39s in the past&#44 I know the difference betwwen a UFO and other phenomina&#44 I consider this a legit sigting.,11/28/2007,38.8466667,-91.9477778
10-09-07 23:05,omaha,ne,1,United States,triangle,45,45 seconds,&quot;V&quot; shaped pattern of 10-12 white lights&#44 moving south in omaha NE,11/28/2007,41.2586111,-95.9375
10-09-07 23:30,murfreesboro,tn,1,United States,light,5,5 seconds,A zig-zagging light in the sky last night made my sister cry.,11/28/2007,35.8455556,-86.3902778
10-09-07 23:50,rolla,mo,1,United States,sphere,120,2 minutes,reddish orange glow descending straight down in sky low humming noise,11/28/2007,37.9513889,-91.7711111
10-09-08 1:00,inverness,fl,1,United States,oval,10,10 seconds,Twirling oval black &quot;thing&quot; dissapeared beneath the tree tops,10/31/2008,28.8355556,-82.3305556
10-09-08 1:00,santa maria,Canada,1,United States,other,15,15seconds,An od shaped object with lights along the bottom outline&#44 that glided at high speed&#44 yet disappeaered instantlly&#44,10/31/2008,34.9530556,-120.4347222
10-09-08 4:15,loudon,tn,1,United States,unknown,20,20 seconds,Unknown Craft Seen Over Lake,10/31/2008,35.7327778,-84.3338889
10-09-08 8:35,mesquite,tx,1,United States,cylinder,180,3 minutes,3 mysterious lights in southern sky moving quickly westward,01-10-09,32.7666667,-96.5988889
10-09-08 10:36,asbury,nj,1,United States,cigar,10,10 seconds,a white cigar-shaped object very high in the sky,10/31/2008,40.6958333,-75.0105556
10-09-08 12:24,auburn,al,1,United States,circle,12,10-12 seconds,two circuler crafts hovered for about 10 seconds then dissapeared.,10/31/2008,32.6097222,-85.4808333
10-09-08 13:00,terrell (close to),tx,1,United States,oval,10,10 seconds,White oval object  moving with incredible speed to the west.,10/31/2008,32.7358333,-96.275
10-09-08 17:00,st. louis,mo,1,United States,sphere,45,30-45seconds,slow moving object changed colors from violet to white to transparent except for a spot in the center that was constant,10/31/2008,38.6272222,-90.1977778
10-09-08 20:30,mckinney,tx,1,United States,light,40,2/3 minutes,Moving &quot;star&quot; sighted over McKinney Texas at 20:30 moving from the northwest to the southwest.,10/31/2008,33.1975,-96.615
10-09-08 20:40,plano,tx,1,United States,cylinder,600,10 minutes,Cylindrical craft  with 3 lights seen over Dallas&#44 10.09.08,10/31/2008,33.0197222,-96.6986111
10-09-08 21:00,lombard,il,1,United States,circle,5,5 seconds,quick&#44 very bright stoplight green&#44 pulsing&#44 progressively vanishing light,10/31/2008,41.88,-88.0077778
10-09-08 21:02,chicago ridge,il,1,United States,teardrop,10,10 secs,&#39star bright white&#39 teardrop object streaks acroos sky,10/31/2008,41.7013889,-87.7791667
10-09-08 21:05,chicago,il,1,United States,flash,2,a few seconds,A UFO only in that the phenomena is currently unidentified.,10/31/2008,41.85,-87.65
10-09-08 21:08,milwaukee,wi,1,United States,light,3,2-3 seconds,light moved faster than any jet i&#39ve seen and turned 90 degrees in a millisecond toward chicago,10/31/2008,43.0388889,-87.9063889
10-09-08 21:18,chicago,il,1,United States,fireball,10,10 seconds,Fireball over Chicago,10/31/2008,41.85,-87.65
10-09-08 21:30,lake forest,il,1,United States,fireball,2,seconds,I observed a fireball with long tail that what I would normally consider to be a shooting star&#44 except for color(distinctly green)&#44size,10/31/2008,42.2586111,-87.8405556
10-09-08 21:46,irvine,Canada,1,United States,disk,45,0:45,Extended Duration of UFO Sighting  ((NUFORC Note:  Sighting caused by model airplane.  PD)),10/31/2008,33.6694444,-117.8222222
10-09-08 22:30,martinez,Canada,1,United States,light,300,5 minutes,3 lighted circular air craft dropped straight down out of my view into the hills.,10/31/2008,38.0194444,-122.1330556
10-09-08 23:00,little rock,ar,1,United States,triangle,120,1-2 minutes,Large/Slow Moving/Quiet /Low AltitudeTriangular Aircraft - Little Rock,10/31/2008,34.7463889,-92.2894444
39702,chester,ar,1,United States,oval,120,2 minutes,Long Shiny Object that bobbed and dipped just above the tree top level&#44 no sounds.,10/31/2008,35.6808333,-94.175
10-09-09 1:15,kearny,nj,1,United States,cylinder,900,15 minutes,Cylindrical shaped object seen at 1am hovering with lights coming from bottom.  Oject moved slowly to the north still in an upright pos,12-12-09,40.7683333,-74.1458333
10-09-09 9:15,wichita,ks,1,United States,other,20,20 sec.,Boomarang shaped faint  and big and fast no sound.,12-12-09,37.6922222,-97.3372222
10-09-09 10:00,simi valley,Canada,1,United States,cigar,90,1.5 minutes,roun red light and in center cigar shaped white,12-12-09,34.2694444,-118.7805556
10-09-09 18:30,sale creek,tn,1,United States,disk,60,1 min,Silver saucer shaped object spotted in western sky in N. Hamilton County&#44 TN on Oct 9&#44 2009.,12-12-09,35.3822222,-85.1088889
10-09-09 19:30,escondido,Canada,1,United States,triangle,1800,30 minutes,Triangular Shaped Object with Flashing Lights Flying over Escondido Friday Night Oct9 2009.,12-12-09,33.1191667,-117.0855556
10-09-09 19:30,new york city,ny,1,United States,unknown,15,15 sec,Flying in a southwest flight at 30&#44000 feet I look down at NYC and see a strange translucent cloud that distorted the lights below it.,12-12-09,40.7141667,-74.0063889
10-09-09 19:52,redington shores,fl,1,United States,light,20,20 seconds,bright star-like form in sky to the west of another bright star or Venus&#44 disappeared after 20 seconds,12-12-09,27.8258333,-82.8291667
10-09-09 20:30,aspermont,tx,1,United States,light,900,15 minutes,Unexplained lights over West Texas,12-12-09,33.1333333,-100.2269444
10-09-09 20:45,wilmington,nc,1,United States,oval,5,5 seconds,I came home last night&#44 I live in apartments&#44 and I was pulling into my parking area only to notice 3 red lights in the sky.  I remembe,12-12-09,34.2255556,-77.945
10-09-09 21:30,grand forks,nd,1,United States,triangle,600,5-10 minutes,I spotted a large trinagular shaped craft travelling slowly over the southside of Grand Forks while stargazing in fall of 2009.,3/27/2014,47.9252778,-97.0325
10-09-09 21:40,union beach,nj,1,United States,chevron,5,3 to 5 sec,2 or 3 low lit red lights&#44 traveling fast above us&#44 3 to 5 sec&#44 altitude unknown,12-12-09,40.4463889,-74.1786111
10-09-09 23:00,new mexico,nm,1,Unknown,cone,20,20 sec,colors shined where can tell the shape of the craft&#44 the tip was the front and the circle was the back with fire coming out of it u,12-12-09,34.51994,-105.87009
10-09-10 1:09,san angelo,tx,1,United States,fireball,5,3-5 sec,Incredibly bright green fireball sighted south of San Angelo&#44 Texas.  ((NUFORC Note:  Possible meteor??  PD)),11/21/2010,31.4636111,-100.4366667
10-09-10 1:20,butte,mt,1,United States,formation,1800,approximately 30 minutes;,Six points of light seen in sky over Butte&#44 MT.,11/21/2010,46.0038889,-112.5338889
10-09-10 1:56,st. augustine,fl,1,United States,unknown,4,4 seconds,I live in a rural area of Saint Johns County Florida .  The Ort cloud and many meteorites are always visible. The typical meteor streak,11/21/2010,29.8944444,-81.3147222
10-09-10 4:00,martinsburg,wv,1,United States,unknown,6,6 seconds,huge blue light 50-80 feet wide in sky that lasted 3-6 seconds.,11/21/2010,39.4561111,-77.9641667
10-09-10 4:20,stockton,Canada,1,United States,circle,1,1 second,A white/blueish circle flying toward East then fades out.,11/21/2010,37.9577778,-121.2897222
10-09-10 5:00,woodland park,nj,1,United States,circle,300,5 minutes,Two yellowish orange round lights in the sky above the trees&#44 one massive light disappearing and reappearing&#33,11/21/2010,40.7027778,-74.3791667
10-09-10 9:00,dunedin,fl,1,United States,triangle,21600,6 hours,UFO&#39s over Dunedin&#44 FL nightly.  ((NUFORC Note:  We do not know what the witness is observing.  PD)),11/21/2010,28.0194444,-82.7719444
10-09-10 9:45,trenton,oh,1,United States,light,300,5 minutes,Two small lights moving towards each other in the sky.,11/21/2010,39.4808333,-84.4577778
10-09-10 10:00,st. catharines (canada),on,1,Canada,triangle,30,30 sec,three dim lights in triangle shape and no noise.,11/21/2010,43.166667,-79.233333
10-09-10 12:00,soquel,Canada,1,United States,cylinder,300,five minutes,Cylindrical object over Soquel&#44 CA.,11/21/2010,36.9880556,-121.9555556
10-09-10 17:38,gilbert,az,1,United States,disk,480,8 minutes,My father and I witnessed 4 stationary disc shaped objects in the sky for around 6 minutes until they vanished.,11/21/2010,33.3527778,-111.7883333
10-09-10 18:30,oak lawn,il,1,United States,rectangle,1200,20 minutes,Bright lights,11/21/2010,41.7108333,-87.7580556
10-09-10 20:00,north henderson,il,1,United States,triangle,3600,1 hour,Unusual Aircraft Manuevers,11/21/2010,41.0891667,-90.4752778
10-09-10 20:15,columbus,ga,1,United States,light,300,3-5 minutes,Orange lights each in different brightness in a formation that resembled an inverted little dipper in the dark night sky,11/21/2010,32.4608333,-84.9877778
10-09-10 20:20,ben wheeler,tx,1,United States,triangle,30,30 seconds,Elongated orange object moving rapidly from west to south then coming to a near stop before slowly continuing,11/21/2010,32.4458333,-95.7036111
10-09-10 20:30,adams county,wi,1,United States,circle,120,2 minutes,Silent orange UFO spotted traveling in the sky&#44 then changing direction.,11/21/2010,43.9561111,-89.8180556
10-09-10 21:00,ocean isle beach,nc,1,United States,Unknown,240,4 min.,Orange&#44 flickering light in the sky moving silently and changing direction 90 degrees once before dimming out.,11/21/2010,33.8941667,-78.4269444
10-09-10 21:15,port clinton,oh,1,United States,fireball,240,4 min.,Glowing ball sighted over the Catawba Point waters of Lake Erie,11/21/2010,41.5119444,-82.9377778
10-09-10 21:20,belmar,nj,1,United States,light,120,1 - 2 minutes,Orange ball crossing over Belmar&#44 NJ,11/21/2010,40.1783333,-74.0222222
10-09-10 21:40,york,pa,1,United States,other,1200,20 mins,three non-moving&#44 orange&#44  pulsating objects form triangle over night sky then disappear one at a time.,11/21/2010,39.9625,-76.7280556
10-09-10 21:42,san antonio,tx,1,United States,fireball,5,3 - 5 seconds,Large&#44 bright&#44 orange&#44 fireball-like sphere seen in San Antonio TX night sky,11/21/2010,29.4238889,-98.4933333
10-09-10 21:45,boston,ma,1,United States,triangle,60,1:00,Orange lights in the sky,11/21/2010,42.3583333,-71.0602778
10-09-10 22:30,meadville,pa,1,United States,triangle,1200,twenty minutes,strange lights over meadville,11/21/2010,41.6413889,-80.1516667
10-09-10 23:00,pikeville,ky,1,United States,diamond,2700,45 min,Light in sky,11/21/2010,37.4791667,-82.5188889
10-09-11 1:00,davenport,wa,1,United States,light,600,10 minutes,Still light that flew upward fast and over our house at 2:00 am,10-10-11,47.6541667,-118.1488889
10-09-11 1:00,sherman oaks,Canada,1,United States,chevron,10,10 sec,Oct&#44 09&#44 2011&#44 first v shape lights after few second the object changed in onother shape,10/19/2011,34.1511111,-118.4483333
10-09-11 1:30,romney,wv,1,United States,other,7200,2 hours,Object never moved but  just stay n one place blinkiing red and blue lights&#44 in Romney &#39  ((NUFORC Note:  Possible star??  PD)),10-10-11,39.3419444,-78.7569444
10-09-11 3:00,clifton heights,pa,1,Unknown,fireball,3600,1 hour,Object giving off many different colors in sky.  ((NUFORC Note:  Possible sighting of Sirius.  PD)),10-10-11,39.929279,-75.296297
10-09-11 6:30,edmonton (canada),ab,1,Canada,other,1200,20 min approx,Round shape with bright orange tail,10-10-11,53.55,-113.5
10-09-11 18:00,prineville,or,1,United States,cigar,60,1 min,Bright red glowing object in Prineville&#44 Or.,10-10-11,44.3,-120.8333333
10-09-11 18:15,waukesha,wi,1,United States,disk,60,< 1 minute,Half-moon disc with orange light,10-10-11,43.0116667,-88.2313889
10-09-11 18:20,salem,nh,1,United States,unknown,20,20 seconds,Bright star-like object/ light fades into sky rapidly.,10/19/2011,42.7883333,-71.2013889
10-09-11 18:42,new bedford,ma,1,United States,fireball,1680,28 minutes,On Sunday night&#44 October 9&#44 2011 we saw many fireballs fly over New Bedford&#44 MA.,12-12-11,41.6361111,-70.9347222
10-09-11 18:45,memphis,tn,1,United States,other,600,10 minutes,3 UFO sightings over Memphis. Weird jelly fish like spacecrafts,10-10-11,35.1494444,-90.0488889
10-09-11 19:00,coeymans,ny,1,United States,light,1,1 second,Rapidly descending bright light over river,10-10-11,42.4738889,-73.7927778
10-09-11 19:05,center barnstead,nh,1,United States,sphere,720,10-12 min,Two sightings within 10 min.- yellow/gold orbs w/ragged redish perimiter&#44 hover &amp; chngd:3 bright dots triangle&#44 back to orb&#44 vanished,10-10-11,43.3391667,-71.26
10-09-11 19:30,murfreesboro,tn,1,United States,disk,240,4 minutes,30 bright lights seen moving in formation in Murfreesboro&#44 TN.,10-10-11,35.8455556,-86.3902778
10-09-11 19:42,new bedford,ma,1,United States,circle,1680,28 minutes,We saw many orange fireballs fly over New Bedford&#44 MA.,12-12-11,41.6361111,-70.9347222
10-09-11 20:00,middletown,ct,1,United States,fireball,900,15 minutes,Orange Fireball Discs,10/19/2011,41.5622222,-72.6511111
10-09-11 20:00,new bedford,ma,1,United States,fireball,600,10 minutes,Nine orange glowing fireballs Court St west end New Bedford Ma heading southeast about 8 PM.,10-10-11,41.6361111,-70.9347222
10-09-11 20:00,west ossipee,nh,1,United States,light,600,10 min.,Orange Lights Moving Very Slowly In The Night Sky,10-10-11,43.6852778,-71.1172222
10-09-11 20:30,longview,wa,1,United States,light,1200,20 min,Crazy story gotta read,10-10-11,46.1383333,-122.9369444
10-09-11 22:26,rockford,il,1,United States,fireball,30,30 sec,Ball of  (green) light.,10-10-11,42.2711111,-89.0938889
10-09-11 22:56,river falls,wi,1,United States,fireball,120,1 1/2 minutes,2 yellowish/orange objects passing from south the northwest in western wisconsin,10-10-11,44.8613889,-92.6236111
10-09-11 23:00,plantation,fl,1,United States,other,1200,20 min,One very bright and large object with thin tail and bright dots attached on both sides of tail.  ((NUFORC Note:  Possible star??  PD)),10-10-11,26.1272222,-80.2333333
10-09-11 23:00,staten island,ny,1,Unknown,other,1200,at least a half hour,After a closer look and seeing the moon was in the opposite sky as where this was&#44 and planes flying what looked to be way under it&#44 i,10-10-11,40.579532,-74.150201
10-09-12 0:15,hartland,wi,1,United States,disk,600,8-10 minutes,U.F.O.&#39s becoming more Frequent in Lake Country Area,10/30/2012,43.105,-88.3419444
10-09-12 0:35,denver,co,1,United States,unknown,60,1 minute,Dark&#44 silent object moving slowly over Denver.,10/30/2012,39.7391667,-104.9841667
10-09-12 2:20,stillwater,mn,1,United States,light,300,5 minutes,Very distant light blinking on and off at eight second intervals. Appeared to be as far away as the stars.,10/30/2012,45.0563889,-92.8058333
10-09-12 5:25,caledon (canada),on,1,Canada,triangle,3,3 seconds,Silent triangular craft moved slowly east with steady white lights on each point,10/30/2012,43.866667,-80
10-09-12 8:10,antioch,Canada,1,United States,light,180,3 minutes,2 lights being chase by 2 fighters at night.,10/30/2012,38.005,-121.8047222
10-09-12 8:49,mineral wells,tx,1,United States,rectangle,180,3 minutes,On the horizon a oblong shape with srobing lights.  It hovered a hands width above the rest for 2 minutes and quickly dipped below the,10/30/2012,32.8083333,-98.1125
10-09-12 15:00,batavia,ny,1,United States,circle,1800,30 minutes,I saw a flash of light when i was driving and started to take pictures and found 4 great pictures on phone,10/30/2012,42.9980556,-78.1877778
10-09-12 16:30,lake oswego,or,1,United States,sphere,1200,20 minutes,White orb seen floting in the sky. Standing in my back yard I saw a object in the sky that looked like a star.,10/30/2012,45.4208333,-122.6694444
10-09-12 17:35,san diego,Canada,1,United States,sphere,720,12 minutes,3 white lights with no collision lights heading north from San Diego within a 12 minute period,10/30/2012,32.7152778,-117.1563889
10-09-12 18:00,melrose,nm,1,United States,teardrop,60,1:00,Bright Object in Eastern New Mexico Sky,10/30/2012,34.4302778,-103.6319444
10-09-12 19:00,collingswood,nj,1,United States,fireball,120,2 minutes,Orange sphere over philadelphia.,10/30/2012,39.9180556,-75.0716667
10-09-12 20:15,san antonio,tx,1,United States,diamond,240,2-4 minutes,Bright white diamond shaped light,10/30/2012,29.4238889,-98.4933333
10-09-12 20:45,center point,la,1,United States,triangle,60,1 minute,I found it odd that there were no anti-collision lights nor position lights&#44 and made no sound at all.,10/30/2012,31.2480556,-92.2097222
10-09-12 23:00,lake worth,fl,1,United States,light,180,3 minutes,2 white dots .,10/30/2012,26.6155556,-80.0572222
10-09-12 23:30,woodbourne,ny,1,United States,other,0.05,.05 seconds,A basket -shaped object&#44 intense orange at the base white &quot;flames&quot; at the top standing still in an empty field,10/30/2012,41.7597222,-74.5944444
10-09-12 23:45,burbank,Canada,1,United States,fireball,300,5 minutes,Red/orange fireball seen in the night sky over Burbank&#44 CA,10/30/2012,34.1808333,-118.3080556
41163,dubuque,ia,1,United States,diamond,300,5 minutes,Driving hwy 61 close to dubuque airport saw 2 diamond shaped very bright blinking lights that moved and then disappeared,10/30/2012,42.5005556,-90.6644444
10-09-13 0:15,tempe,az,1,United States,unknown,600,10 minutes,Ascending lights seen over east valley.,10/14/2013,33.4147222,-111.9086111
10-09-13 4:00,phoenix,az,1,United States,light,900,15+ minutes,Flashing stationary floating UFO over central Phoenix 4 AM.,10/14/2013,33.4483333,-112.0733333
10-09-13 5:00,franklin,tn,1,United States,fireball,60,1 minute,Pulsating red light in the western sky about 30 degrees above horizon&#44 moving slowly&#44 then disappears.,10/14/2013,35.925,-86.8688889
10-09-13 5:35,oltenita (calarasi) (romania),Unknown,1,Unknown,circle,7200,2 hours,Light on sky.,10/14/2013,44.086667,26.636667
10-09-13 6:00,nashville,tn,1,United States,cigar,1800,30 minutes,Cigar shaped bright fluorescent light over nashville,10/23/2013,36.1658333,-86.7844444
10-09-13 14:00,littleton,co,1,United States,oval,900,>15 minutes,Silver object in Littleton&#44 CO sky moving southeast to northwest. SIgnificantly above airline paths.,10/14/2013,39.6133333,-105.0161111
10-09-13 17:00,wellington,oh,1,United States,egg,300,5 minutes,Shiny object only 500 yards off the ground the size of a small plane with no wings moving very slowly for 5 min  south to north.,10/14/2013,41.1688889,-82.2180556
10-09-13 17:30,greenfield,in,1,United States,light,600,~10 minutes,Light object in sky during day time on 10/9/13 in Greenfield&#44 IN&#44,10/23/2013,39.785,-85.7694444
10-09-13 18:00,brookston,in,1,United States,rectangle,480,8 minutes,Rectangle lights 18 to 25. Looked like fire in balloons. Have pics. Standing on deck by river.,10/14/2013,40.6027778,-86.8672222
10-09-13 18:45,clearwater,fl,1,United States,unknown,120,2 minutes,Went outside in backyard looked up saw a beautiful color green and red object flying in the sky about 5 miles out it flew erratically.,11-11-13,27.9655556,-82.8002778
10-09-13 19:00,new york city (bronx),ny,1,United States,light,600,10 minutes,Red/Orange group of lights in the sky lasted at least 10mins&#44 and disappeared in the Bronx&#44 Ny,10/14/2013,40.7141667,-74.0063889
10-09-13 19:47,kawartha lakes (city of) (canada),on,1,Unknown,other,60,1 minute,Hexagon Shaped Object.,10/23/2013,44.35,-78.75
10-09-13 20:00,woonsocket,ri,1,United States,light,120,2 minutes,Bright light.,10/14/2013,42.0027778,-71.5152778
10-09-13 20:14,grand prairie,tx,1,United States,oval,300,5 minutes,Orange Orbs silently traveling in a group across the sky.,10/14/2013,32.7458333,-96.9975
10-09-13 20:20,omro,wi,1,United States,flash,2700,45 minutes,Multi-colored group of flashing lights zig-zagged across sky.,10/14/2013,44.0394444,-88.7441667
10-09-13 20:40,o&#39fallon,mo,1,United States,triangle,15,15 seconds,Dark boomerang craft&#44 no lights&#44 gliding across O&#39Fallon&#44 Mo.&#44 skies,10/14/2013,38.8105556,-90.6997222
10-09-13 20:40,wellington,fl,1,United States,other,12,12 seconds,Flying from west to east.,10/14/2013,26.6583333,-80.2416667
10-09-13 21:00,delta,oh,1,United States,other,3600,1+ hour,Two dozen or more drone type flying objects size of small private aircraft.,10/14/2013,41.5736111,-84.0052778
10-09-13 21:07,st. cloud,mn,1,United States,circle,15,15 seconds,I believe in aliens is just not them coming to earth.  I swear this was an ufo.,10/14/2013,45.5608333,-94.1622222
10-09-13 21:15,gillingham,Unknown,1,Unknown,diamond,900,15 minutes,Was me and my son.I was closing bedroom curtain nd like usually like to look out at sky for stars I then  saw a few stars twinkling in,10/14/2013,51.386322,0.551438
10-09-13 21:15,gillingham,Unknown,1,Unknown,diamond,900,15 minutes,Was me and my son?I was closing bios bedroom curtain nd like unusually like to look out at sky for stars I then  saw a few stars twinkl,10/14/2013,51.386322,0.551438
10-09-13 21:35,dodgeville,wi,1,United States,light,300,5 minutes,Orange light moving across the sky from south to north&#44 eventually flickering and dissapearing.,10/14/2013,42.9602778,-90.13
10-09-13 21:45,enola,pa,1,United States,diamond,900,15 minutes,Sting ray shape&#44 ambient colorless orbs on bottom.,10/14/2013,40.29,-76.9341667
10-09-13 22:00,mt. pleasant,sc,1,United States,light,1200,20 minutes,2 mysterious red and orange lights.,10/23/2013,32.7938889,-79.8627778
10-09-13 23:30,kent,wa,1,United States,triangle,600,10 minutes,Five triangle shapped aircarft with blue lights.,10/23/2013,47.3811111,-122.2336111
10-09-13 23:30,kewanna,in,1,United States,light,1200,20 minutes,2 red lights over bruss lake.,10/14/2013,41.0186111,-86.4133333
01-10-47 20:00,conroe,tx,1,United States,other,4,3 to4 sec.,The date was early 1947 before Arnold&#39s &quot;flying saucers&quot;.  I was ten years old&#44 ridding in the front seat of our car next to the passan,4/16/2005,30.3116667,-95.4558333
01-10-59 18:30,south san francisco,Canada,1,United States,disk,120,2 minutes,Its was approximately 6:30pm&#44 I was sitting in frontroom watching TV&#44 when screen showed sometype of interference.  I looked out the wi,4/27/2004,37.6547222,-122.4066667
01-10-64 20:00,el cerrito (over old berkeley dump),Canada,1,United States,fireball,120,2 minutes,bal of fire in the sky no reported air crashes that night(unexplained),5/15/2006,37.9158333,-122.3105556
01-10-68 23:00,jacksonville,fl,1,United States,Unknown,120,three hours,Lost three hours of time--and didn&#39t think it strange.,4/16/2005,30.3319444,-81.6558333
01-10-71 20:00,la ronge (canada),sa,1,Canada,unknown,300,5 minutes,sighting at anglo rouyn mine in the early 1970&#39 s in norhtern sk.,04-01-01,55.1,-105.3
01-10-71 21:00,preston (uk/england),Unknown,1,Great Britain,disk,180,2 to 3 mins,about 60 ft long red and yellow lights a big spotlight hoverd overhead about 500yds to the north of us for about 2 to 3 minutes no nois,12/19/2003,50.783333,-0.466667
01-10-76 18:00,prince george (canada),bc,1,Canada,other,5,5 seconds,Glowing red saucer shaped object in the winter sky.,6/20/2005,53.916667,-122.766667
01-10-77 11:00,adelaide (south australia),Unknown,1,Australia,disk,30,30 seconds,Several people  witnessed positive UFO on clear day.,10-07-03,-34.928661,138.598633
01-10-78 16:00,gateshead&#44tyne &amp; wear (uk/england),Unknown,1,Unknown,other,120,2 mins,Huge aeroplane/no sound travelling overhead,4/16/2005,54.95268,-1.603411
01-10-78 20:00,walberswick suffolk (uk/england),Unknown,1,Unknown,disk,7200,1-2 hours,Saw flying saucer with coloured lights in 1978 and then a different craft in 1979.,10/27/2004,52.314994,1.661398
01-10-80 0:00,exeter,nh,1,United States,disk,7800,10min to 2hrs,saw what appeared as very bright star&#44 somewhat orange&#44 yellow which changed in intensity to very bright&#44 from bright. was standing on,2/18/2001,42.9813889,-70.9483333
01-10-81 20:30,glendora,Canada,1,United States,unknown,60,1 minute,On a very foggy night in 1981 I was illuminated by a silent unseen object in Glendora&#44 California,2/18/2001,34.1361111,-117.8644444
01-10-83 20:00,crosby,tx,1,United States,cylinder,300,< 5 min,Several unexplained incidents reported by family and friends in Crosby Texas during the early 80&#39s.,1/17/2004,29.9116667,-95.0619444
01-10-87 17:00,el centro (approaching from west),Canada,1,United States,sphere,300,5 minutes,Two large&#44 apparently sperical objects&#44 glowing brightly in the deep red&#44 approached from behind&#44 passed overhead&#44 and into distance.,12/16/1999,32.7919444,-115.5622222
01-10-88 21:30,bellside/wishaw (uk/scotland),Unknown,1,Unknown,sphere,120,2 min.,large pink luminous globe &#44bright flare close too moved at very low level silently,08-05-01,55.838323,-3.935489
01-10-88 22:10,williamsfield,il,1,United States,unknown,1620,27 minutes,A dull yellow light&#44 low off the ground and no noise in January 1988,08-07-11,40.9225,-90.0144444
01-10-89 23:00,jackson,nj,1,United States,fireball,600,10...mins,I wonder now why we both didn&#39t make a big deal about it,2/22/2002,39.7763889,-74.8627778
01-10-89 23:30,san diego,Canada,1,United States,light,15,0:15,Intentional formation of lights,12/19/2003,32.7152778,-117.1563889
01-10-91 2:15,canton,ms,1,United States,light,2700,45 min,fast light in the sky,10/15/2003,32.6125,-90.0366667
